date,campaign_name,cost,purchases,conv_value,impressions,clicks,ctr,cpm,frequency,add_to_cart
2026-06-06,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,4.96,null,null,713,6,0.0084,6.9565,1.0501,null
2026-06-06,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.77,null,null,566,9,0.0159,10.1943,1.4778,null
2026-06-06,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,129.71,3,217.61,15913,138,0.0087,8.1512,1.2394,14
2026-06-06,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,165.69,4,408.09,12989,186,0.0143,12.7562,1.7163,28
2026-06-06,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,103.79,null,null,8362,53,0.0063,12.4121,1.7003,3
2026-06-06,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,48.47,1,60.96,1864,45,0.0241,26.0032,1.085,2
2026-06-06,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,58.18,1,104.51,2376,31,0.013,24.4865,1.464,3
2026-06-06,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,53.31,2,78.38,2469,47,0.019,21.5917,1.3332,1
2026-06-07,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,622.2,19,1186.53,98745,1242,0.0126,6.3011,1.3679,104
2026-06-07,ASUC-(ALL)-PERF-KIDS-INTER,613.17,40,1978.65,186614,1317,0.0071,3.2858,1.4913,187
2026-06-07,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,324.74,28,1397.14,39643,622,0.0157,8.1916,2.7361,116
2026-06-07,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,112.68,6,305.57,24441,150,0.0061,4.6103,1.3536,33
2026-06-07,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,78.33,null,null,11309,157,0.0139,6.9263,1.2844,9
2026-06-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,363.05,11,370.82,73732,337,0.0046,4.9239,1.5927,35
2026-06-07,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,377.63,14,597.22,26808,421,0.0157,14.0865,1.8539,55
2026-06-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,240.44,12,448.55,78340,517,0.0066,3.0692,1.5286,31
2026-06-07,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,280.34,14,587.47,45628,710,0.0156,6.144,1.8689,39
2026-06-07,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,347.41,7,300.89,62465,333,0.0053,5.5617,1.6726,23
2026-06-07,ASUC-(HISTO)-UK-(UK)-PERF-RTG,266.65,14,833.24,18728,317,0.0169,14.238,1.8117,43
2026-06-07,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,137.09,4,391.91,11389,107,0.0094,12.0371,1.542,21
2026-06-07,ASUC-(HISTO)-US-(US)-PERF-RTG,156.34,4,348.36,6672,70,0.0105,23.4323,1.5405,13
2026-06-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8.55,null,null,617,12,0.0194,13.8574,1.0863,null
2026-06-07,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,14.62,1,42.76,883,22,0.0249,16.5572,1.5768,1
2026-06-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,42.91,null,null,7136,117,0.0164,6.0132,1.1153,3
2026-06-07,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,43.72,1,45.83,5055,97,0.0192,8.6489,1.6839,9
2026-06-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,102.41,1,29.3,30339,178,0.0059,3.3755,1.2676,16
2026-06-07,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,67.29,null,null,10619,141,0.0133,6.3368,1.7417,5
2026-06-07,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,20.69,null,null,2214,25,0.0113,9.3451,1.1436,1
2026-06-07,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,38,null,null,3593,52,0.0145,10.5761,1.6512,8
2026-06-07,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,96.65,4,165,50792,844,0.0166,1.9029,1.2332,51
2026-06-07,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,87.07,5,131,33363,598,0.0179,2.6098,1.9834,61
2026-06-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,85.53,3,117.92,18064,241,0.0133,4.7348,1.1395,22
2026-06-07,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,77.21,4,142.02,13830,245,0.0177,5.5828,1.9408,19
2026-06-07,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,110.76,3,120.98,40024,421,0.0105,2.7673,1.3056,10
2026-06-07,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,111.99,7,192.38,25576,480,0.0188,4.3787,1.9548,28
2026-06-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.42,null,null,1871,31,0.0166,4.5003,1.2939,null
2026-06-07,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.92,null,null,1938,19,0.0098,5.1187,1.543,2
2026-06-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10.18,null,null,1332,20,0.015,7.6426,1.0238,null
2026-06-07,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,13.45,null,null,1274,34,0.0267,10.5573,1.5442,1
2026-06-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,9.79,null,null,1196,14,0.0117,8.1856,1.1115,null
2026-06-07,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,25.73,null,null,2362,54,0.0229,10.8933,1.5694,1
2026-06-07,ASUC-(NEW)-PERF-RTG-WARM-ROW,50.83,null,null,12077,217,0.018,4.2088,1.636,25
2026-06-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.8,2,103.29,1450,17,0.0117,4.6897,1.1974,1
2026-06-07,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.23,null,null,991,24,0.0242,5.2775,1.3613,null
2026-06-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7.83,null,null,2188,35,0.016,3.5786,1.1278,null
2026-06-07,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,7.8,1,31.59,2253,34,0.0151,3.4621,1.3916,1
2026-06-07,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,8.13,null,null,771,24,0.0311,10.5447,1.0591,1
2026-06-07,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,6.89,null,null,773,8,0.0103,8.9133,1.3146,1
2026-06-07,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,139.54,1,114.4,17651,147,0.0083,7.9055,1.2592,19
2026-06-07,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,175.92,3,261.02,13589,201,0.0148,12.9458,1.7787,23
2026-06-07,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,125.2,null,null,9732,52,0.0053,12.8648,1.7438,13
2026-06-07,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,62.81,null,null,2282,63,0.0276,27.5241,1.141,1
2026-06-07,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,58.82,2,95.8,2302,24,0.0104,25.5517,1.546,3
2026-06-07,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,63.91,null,null,2942,55,0.0187,21.7233,1.3677,2
2026-06-08,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,613.91,16,752.44,107596,1168,0.0109,5.7057,1.3478,87
2026-06-08,ASUC-(ALL)-PERF-KIDS-INTER,553.95,35,1484.25,164454,1046,0.0064,3.3684,1.3962,140
2026-06-08,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,300.62,20,978.69,36772,550,0.015,8.1752,2.5887,87
2026-06-08,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,116.66,6,256.86,23531,150,0.0064,4.9577,1.2504,30
2026-06-08,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,74.38,2,79.25,10453,119,0.0114,7.1157,1.2177,3
2026-06-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,304.18,1,28.77,64105,264,0.0041,4.745,1.563,24
2026-06-08,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,324.05,18,1092.85,26036,407,0.0156,12.4462,1.7845,65
2026-06-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,200.39,5,181.85,72091,487,0.0068,2.7797,1.4165,20
2026-06-08,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,237.38,14,613.89,42776,592,0.0138,5.5494,1.7698,68
2026-06-08,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,279.58,10,776.41,52069,235,0.0045,5.3694,1.7194,29
2026-06-08,ASUC-(HISTO)-UK-(UK)-PERF-RTG,246.05,8,514.99,18785,263,0.014,13.0982,1.6946,43
2026-06-08,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,139.78,2,295.89,12273,102,0.0083,11.3892,1.448,9
2026-06-08,ASUC-(HISTO)-US-(US)-PERF-RTG,146.46,2,195.16,7176,83,0.0116,20.4097,1.5529,8
2026-06-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,7.6,1,42.76,452,6,0.0133,16.8142,1.0762,null
2026-06-08,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15.07,1,42.76,1020,13,0.0127,14.7745,1.4869,1
2026-06-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,41.92,3,136.57,7704,105,0.0136,5.4413,1.1128,6
2026-06-08,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,35.61,null,null,4564,59,0.0129,7.8024,1.65,9
2026-06-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,100.93,null,null,26041,171,0.0066,3.8758,1.1576,5
2026-06-08,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,57.1,3,100.8,8921,121,0.0136,6.4006,1.6429,11
2026-06-08,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,27.19,null,null,3108,39,0.0125,8.7484,1.1418,4
2026-06-08,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,42.5,3,292.86,4277,66,0.0154,9.9369,1.7253,8
2026-06-08,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,82.92,1,35.8,50508,750,0.0148,1.6417,1.2065,24
2026-06-08,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,76.53,1,23.8,29604,545,0.0184,2.5851,1.8225,34
2026-06-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,75.29,3,243.82,20259,203,0.01,3.7164,1.1301,11
2026-06-08,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,71.54,6,233.65,13847,268,0.0194,5.1665,1.8755,30
2026-06-08,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,110.5,1,45.08,46135,399,0.0086,2.3951,1.3891,16
2026-06-08,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,96.58,9,508.63,24868,409,0.0164,3.8837,1.9422,24
2026-06-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.27,1,94.17,2707,25,0.0092,3.055,1.2199,null
2026-06-08,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.57,1,143.66,2272,33,0.0145,4.6523,1.5137,3
2026-06-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,9.9,null,null,1335,16,0.012,7.4157,1.074,null
2026-06-08,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10.11,null,null,957,24,0.0251,10.5643,1.4348,4
2026-06-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,14.17,null,null,3725,18,0.0048,3.804,1.0785,null
2026-06-08,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,26.11,null,null,2778,47,0.0169,9.3988,1.7138,null
2026-06-08,ASUC-(NEW)-PERF-RTG-WARM-ROW,45.58,1,42.74,11012,176,0.016,4.1391,1.5955,16
2026-06-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6.11,null,null,1408,12,0.0085,4.3395,1.1429,null
2026-06-08,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,4.1,null,null,953,14,0.0147,4.3022,1.4245,4
2026-06-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,6.15,null,null,1938,23,0.0119,3.1734,1.1373,5
2026-06-08,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,9.99,null,null,2629,65,0.0247,3.7999,1.5383,4
2026-06-08,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6.02,null,null,518,11,0.0212,11.6216,1.0423,1
2026-06-08,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,8.28,1,26.67,667,18,0.027,12.4138,1.5512,7
2026-06-08,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,132.05,1,40.31,16769,124,0.0074,7.8746,1.1572,5
2026-06-08,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,156.38,5,486.45,13956,182,0.013,11.2052,1.8426,32
2026-06-08,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,130.83,3,330.95,10607,49,0.0046,12.3343,1.811,5
2026-06-08,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,57.13,null,null,2266,48,0.0212,25.2118,1.0947,3
2026-06-08,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,57.93,1,260.95,2611,31,0.0119,22.1869,1.5359,null
2026-06-08,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,64.11,null,null,2936,70,0.0238,21.8358,1.3388,5
2026-06-09,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,567.92,18,1114.45,99527,1272,0.0128,5.7062,1.459,93
2026-06-09,ASUC-(ALL)-PERF-KIDS-INTER,567.05,35,1587.63,158951,1006,0.0063,3.5675,1.4079,183
2026-06-09,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,283.97,17,749.8,35216,525,0.0149,8.0637,2.6121,85
2026-06-09,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,93.18,4,410.18,15996,183,0.0114,5.8252,1.2446,16
2026-06-09,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,71.78,1,28.87,10544,88,0.0083,6.8077,1.2941,9
2026-06-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,322.71,9,375.46,64467,282,0.0044,5.0058,1.4219,16
2026-06-09,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,364.47,8,603.35,27842,414,0.0149,13.0907,1.6926,80
2026-06-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,209.58,8,589.14,67012,414,0.0062,3.1275,1.4325,16
2026-06-09,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,255.66,15,904.89,44317,640,0.0144,5.7689,1.7786,77
2026-06-09,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,334.47,7,503.59,62443,213,0.0034,5.3564,1.4649,32
2026-06-09,ASUC-(HISTO)-UK-(UK)-PERF-RTG,264.05,8,503.74,21553,325,0.0151,12.2512,1.687,31
2026-06-09,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,150.42,4,221.81,15990,63,0.0039,9.4071,1.291,4
2026-06-09,ASUC-(HISTO)-US-(US)-PERF-RTG,168.19,3,356.61,8331,93,0.0112,20.1885,1.6632,22
2026-06-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8.45,null,null,602,9,0.015,14.0365,1.1026,null
2026-06-09,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15.74,1,97.69,1079,17,0.0158,14.5876,1.5706,1
2026-06-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,38.16,1,44.91,6381,107,0.0168,5.9803,1.0951,5
2026-06-09,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,40.91,1,28.25,5060,71,0.014,8.085,1.6733,10
2026-06-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,97.46,5,240.69,23425,137,0.0058,4.1605,1.1928,9
2026-06-09,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,62.74,3,109.66,10102,130,0.0129,6.2107,1.6455,32
2026-06-09,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,23.67,null,null,3287,31,0.0094,7.2011,1.1837,null
2026-06-09,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,43.5,1,46.61,4129,66,0.016,10.5352,1.7204,13
2026-06-09,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,84.09,1,31.8,47502,754,0.0159,1.7702,1.2427,26
2026-06-09,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,87.44,6,246.32,33010,552,0.0167,2.6489,1.7963,39
2026-06-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,74.34,2,89.97,15378,173,0.0112,4.8342,1.1313,8
2026-06-09,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,70.48,1,37.19,12800,233,0.0182,5.5063,1.7138,11
2026-06-09,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,107.27,6,286.93,42076,349,0.0083,2.5494,1.3173,22
2026-06-09,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,97,7,253.94,24739,394,0.0159,3.9209,1.8899,30
2026-06-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.32,null,null,2149,16,0.0074,3.4062,1.1711,null
2026-06-09,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.03,null,null,2055,18,0.0088,4.8808,1.5796,5
2026-06-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.33,null,null,1575,17,0.0108,7.1937,1.0493,null
2026-06-09,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10.27,null,null,889,15,0.0169,11.5523,1.4743,null
2026-06-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15.51,null,null,1583,26,0.0164,9.7979,1.1623,null
2026-06-09,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,24.49,1,55.04,2618,51,0.0195,9.3545,1.6707,4
2026-06-09,ASUC-(NEW)-PERF-RTG-WARM-ROW,44.19,2,157.07,10047,153,0.0152,4.3983,1.5529,7
2026-06-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.37,null,null,2345,35,0.0149,3.1429,1.1422,null
2026-06-09,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.26,null,null,1108,32,0.0289,4.7473,1.4187,null
2026-06-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,8.72,1,27.53,2530,30,0.0119,3.4466,1.1495,4
2026-06-09,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.53,null,null,1605,29,0.0181,4.0685,1.5085,4
2026-06-09,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.49,null,null,474,7,0.0148,11.5823,1.1049,null
2026-06-09,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.51,null,null,462,15,0.0325,11.9264,1.5349,null
2026-06-09,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,133.37,1,107.56,16307,110,0.0067,8.1787,1.1971,5
2026-06-09,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,156.8,3,147.76,13241,173,0.0131,11.842,1.7598,45
2026-06-09,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,149.24,3,243.55,13046,50,0.0038,11.4395,1.3611,10
2026-06-09,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,50.58,1,60.89,2474,36,0.0146,20.4446,1.1094,9
2026-06-09,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,57.18,null,null,2644,21,0.0079,21.6263,1.5976,6
2026-06-09,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,54.46,2,86.98,2859,39,0.0136,19.0486,1.3416,6
2026-06-10,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,559.92,20,1009.26,119977,1707,0.0142,4.6669,1.3383,91
2026-06-10,ASUC-(ALL)-PERF-KIDS-INTER,598.18,37,1775.84,175753,1299,0.0074,3.4035,1.4651,168
2026-06-10,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,281.09,25,1552,35525,515,0.0145,7.9125,2.6599,113
2026-06-10,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,90.26,2,64.9,20680,254,0.0123,4.3646,1.2235,11
2026-06-10,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,72.81,2,97.45,13702,378,0.0276,5.3138,1.2434,10
2026-06-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,325.22,3,161.22,67222,303,0.0045,4.838,1.3668,28
2026-06-10,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,353.33,13,1282.86,27039,461,0.017,13.0674,1.9384,68
2026-06-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,212.08,8,333.81,63192,517,0.0082,3.3561,1.4156,39
2026-06-10,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,260.37,14,558.22,42893,715,0.0167,6.0702,1.9382,57
2026-06-10,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,301.09,4,220.2,54092,228,0.0042,5.5663,1.4583,9
2026-06-10,ASUC-(HISTO)-UK-(UK)-PERF-RTG,271.31,10,734.32,22375,358,0.016,12.1256,1.8324,26
2026-06-10,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,135.84,1,60.87,14655,49,0.0033,9.2692,1.2782,4
2026-06-10,ASUC-(HISTO)-US-(US)-PERF-RTG,181.2,4,382.59,8297,116,0.014,21.8392,1.6495,24
2026-06-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,9.11,null,null,675,8,0.0119,13.4963,1.1558,null
2026-06-10,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,15.72,1,48.5,1077,23,0.0214,14.5961,1.5452,1
2026-06-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,41.84,1,44.91,7966,133,0.0167,5.2523,1.1487,6
2026-06-10,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,40.35,1,50,4744,92,0.0194,8.5055,1.8359,11
2026-06-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,97.94,1,23.84,24502,172,0.007,3.9972,1.3318,7
2026-06-10,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,61.87,4,158.98,8657,139,0.0161,7.1468,1.8807,21
2026-06-10,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,28,1,52.17,2868,35,0.0122,9.7629,1.1569,3
2026-06-10,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,41.97,2,249.62,3900,70,0.0179,10.7615,1.8813,2
2026-06-10,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,92.58,4,210,50529,790,0.0156,1.8322,1.3295,29
2026-06-10,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,83.41,4,209.8,27480,491,0.0179,3.0353,2.0809,27
2026-06-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,76.25,1,57.85,14947,194,0.013,5.1014,1.1878,6
2026-06-10,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,68.32,2,53.14,12266,226,0.0184,5.5699,2.0244,11
2026-06-10,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,116.5,4,178.35,44165,424,0.0096,2.6378,1.3717,17
2026-06-10,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,102.56,8,453.35,24427,412,0.0169,4.1986,2.0717,28
2026-06-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.61,null,null,2662,34,0.0128,3.2344,1.2694,null
2026-06-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10.17,null,null,2653,26,0.0098,3.8334,1.7116,null
2026-06-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.34,null,null,1582,23,0.0145,7.1681,1.0986,2
2026-06-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.69,null,null,888,20,0.0225,10.9122,1.7378,2
2026-06-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,17.46,null,null,2144,28,0.0131,8.1437,1.1971,2
2026-06-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,25.23,1,74.38,2189,45,0.0206,11.5258,1.8598,7
2026-06-10,ASUC-(NEW)-PERF-RTG-WARM-ROW,46.09,null,null,10505,171,0.0163,4.3874,1.8106,8
2026-06-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,7.54,null,null,2046,36,0.0176,3.6852,1.1972,null
2026-06-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,5.59,1,62.05,1181,29,0.0246,4.7333,1.556,1
2026-06-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,7.07,null,null,2078,31,0.0149,3.4023,1.1368,null
2026-06-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,6.81,1,44.72,1982,45,0.0227,3.4359,1.7493,4
2026-06-10,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5.6,null,null,665,9,0.0135,8.4211,1.0866,null
2026-06-10,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,5.82,1,30.64,554,13,0.0235,10.5054,1.6152,1
2026-06-10,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,140.44,null,null,18691,148,0.0079,7.5138,1.2713,3
2026-06-10,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,158.21,4,305.97,13347,216,0.0162,11.8536,1.8937,23
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,117.53,4,391.29,11371,49,0.0043,10.3359,1.2075,15
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,62.44,1,52.17,2751,55,0.02,22.6972,1.1612,4
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,63.25,2,173.91,2885,37,0.0128,21.9237,1.6144,7
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,63.75,1,93.05,3166,56,0.0177,20.1358,1.4077,4
2026-06-11,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,432.28,13,913.33,102158,1055,0.0103,4.2315,1.2624,100
2026-06-11,ASUC-(ALL)-PERF-KIDS-INTER,644.94,41,2079.96,182904,1426,0.0078,3.5261,1.4135,170
2026-06-11,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,268.99,16,1110.04,30891,481,0.0156,8.7077,2.6589,102
