date,campaign_name,cost,purchases,conv_value,impressions,clicks,ctr,cpm,frequency,add_to_cart
2026-05-22,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,148.91,null,null,18345,192,0.0105,8.1172,1.2093,3
2026-05-22,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,467.95,5,396.82,84985,430,0.0051,5.5063,1.6717,43
2026-05-22,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,451.95,15,803.42,35838,476,0.0133,12.6109,1.9317,73
2026-05-22,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,229.01,3,94.58,66784,446,0.0067,3.4291,1.7104,31
2026-05-22,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,308.98,9,499.73,52544,735,0.014,5.8804,1.9624,75
2026-05-22,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,170.76,4,204.33,27435,273,0.01,6.2242,1.2084,18
2026-05-22,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,433.34,9,543.14,63497,382,0.006,6.8246,1.8032,32
2026-05-22,ASUC-(HISTO)-UK-(UK)-PERF-RTG,310.71,4,387.3,24485,369,0.0151,12.6898,1.9069,39
2026-05-22,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,356.74,1,43.17,36711,171,0.0047,9.7175,1.5145,20
2026-05-22,ASUC-(HISTO)-US-(US)-PERF-RTG,394.7,13,961.19,17544,318,0.0181,22.4977,1.7977,84
2026-05-22,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,15.63,null,null,1287,20,0.0155,12.1445,1.2605,1
2026-05-22,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,10.85,2,215.39,844,21,0.0249,12.8555,1.6325,11
2026-05-22,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,51.02,3,212.5,10667,89,0.0083,4.783,1.2722,12
2026-05-22,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,35.35,7,401.99,4256,57,0.0134,8.3059,1.777,12
2026-05-22,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,174.15,4,187.7,49763,312,0.0063,3.4996,1.3508,6
2026-05-22,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,85.29,4,282.28,13645,207,0.0152,6.2506,1.9833,32
2026-05-22,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,42.17,null,null,5163,63,0.0122,8.1677,1.3107,3
2026-05-22,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,31.42,1,99.97,3181,51,0.016,9.8774,1.6993,12
2026-05-22,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,164.88,4,182.8,81424,1013,0.0124,2.025,1.5774,33
2026-05-22,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,73.64,8,431.8,24649,566,0.023,2.9875,2.0591,30
2026-05-22,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,126.17,1,32.37,38432,256,0.0067,3.2829,1.3369,3
2026-05-22,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,74.81,2,157,13274,235,0.0177,5.6358,1.8667,17
2026-05-22,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,193.64,1,73.78,68662,583,0.0085,2.8202,1.4396,22
2026-05-22,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,98.62,10,520.31,20619,443,0.0215,4.783,2.102,29
2026-05-22,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7.91,null,null,1986,16,0.0081,3.9829,1.1634,null
2026-05-22,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,5.03,2,168.81,1240,6,0.0048,4.0565,1.452,2
2026-05-22,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,17.22,null,null,2140,30,0.014,8.0467,1.1432,4
2026-05-22,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10.12,null,null,989,13,0.0131,10.2326,1.5381,2
2026-05-22,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,22.24,null,null,3118,33,0.0106,7.1328,1.1351,3
2026-05-22,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,33.83,1,27.98,3123,60,0.0192,10.8325,1.7575,3
2026-05-22,ASUC-(NEW)-PERF-RTG-WARM-ROW,45.93,2,77.82,9335,178,0.0191,4.9202,1.6266,17
2026-05-22,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,8.09,null,null,1680,25,0.0149,4.8155,1.1932,5
2026-05-22,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,7.88,null,null,1792,16,0.0089,4.3973,1.4557,5
2026-05-22,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,23.43,null,null,9975,72,0.0072,2.3489,1.3823,1
2026-05-22,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,10.17,null,null,2885,62,0.0215,3.5251,1.9081,1
2026-05-22,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,20.99,null,null,3345,34,0.0102,6.275,1.1102,1
2026-05-22,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,9.36,null,null,1165,9,0.0077,8.0343,1.6181,null
2026-05-22,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,211.56,1,135.65,26049,192,0.0074,8.1216,1.2869,16
2026-05-22,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,169.11,3,142.64,13355,215,0.0161,12.6627,1.8694,24
2026-05-23,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,831.73,45,3180.27,149204,2675,0.0179,5.5744,1.1945,140
2026-05-23,ASUC-(ALL)-PERF-KIDS-INTER,683.04,34,1145,169894,1530,0.009,4.0204,1.269,220
2026-05-23,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,321.91,20,1280.07,39324,686,0.0174,8.1861,2.8434,115
2026-05-23,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,106.37,5,190.38,17146,179,0.0104,6.2038,1.5913,16
2026-05-23,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,145.99,2,102.33,17420,200,0.0115,8.3806,1.127,14
2026-05-23,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,434.08,15,635.79,67577,448,0.0066,6.4235,1.5947,40
2026-05-23,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,359.83,14,1313.53,24746,467,0.0189,14.5409,1.8141,103
2026-05-23,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,210.09,13,668.1,53735,489,0.0091,3.9097,1.6056,60
2026-05-23,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,227.74,15,634.78,34237,664,0.0194,6.6519,1.8846,96
2026-05-23,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,215.27,5,309.18,30832,323,0.0105,6.982,1.1782,28
2026-05-23,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,375.08,7,451.52,49383,353,0.0071,7.5953,1.7391,36
2026-05-23,ASUC-(HISTO)-UK-(UK)-PERF-RTG,276.96,8,561.03,18682,380,0.0203,14.825,1.8126,49
2026-05-23,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,302.4,4,233.5,23738,162,0.0068,12.7391,1.5564,11
2026-05-23,ASUC-(HISTO)-US-(US)-PERF-RTG,366.34,12,1095.74,13675,219,0.016,26.789,1.6614,45
2026-05-23,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,14.8,null,null,1229,17,0.0138,12.0423,1.2014,null
2026-05-23,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8.46,null,null,693,23,0.0332,12.2078,1.4407,2
2026-05-23,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,59.57,6,527.72,11282,90,0.008,5.2801,1.2377,21
2026-05-23,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,38.12,null,null,4624,104,0.0225,8.2439,1.7548,9
2026-05-23,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,160.55,5,249.55,40216,295,0.0073,3.9922,1.304,29
2026-05-23,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,74.17,2,64.56,10424,188,0.018,7.1153,1.8427,10
2026-05-23,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,44.69,2,115.37,5174,58,0.0112,8.6374,1.1913,11
2026-05-23,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,38.21,4,367.94,3395,44,0.013,11.2548,1.6346,13
2026-05-23,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,147.33,5,240.8,65949,933,0.0141,2.234,1.5102,51
2026-05-23,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,84.81,4,137,28330,591,0.0209,2.9936,2.0487,31
2026-05-23,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,126.23,3,144.61,32344,259,0.008,3.9027,1.3112,26
2026-05-23,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,63.3,3,139.54,10846,266,0.0245,5.8363,1.843,24
2026-05-23,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,166.12,4,197.13,47468,556,0.0117,3.4996,1.3243,18
2026-05-23,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,103.91,13,734.28,21251,446,0.021,4.8897,1.9713,54
2026-05-23,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,8.89,null,null,1944,17,0.0087,4.573,1.1732,null
2026-05-23,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,5.29,null,null,1037,13,0.0125,5.1013,1.3093,null
2026-05-23,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,21.35,1,42.68,2610,34,0.013,8.1801,1.172,3
2026-05-23,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,9.33,null,null,794,17,0.0214,11.7506,1.4358,null
2026-05-23,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,18.24,1,44.5,1995,29,0.0145,9.1429,1.1735,5
2026-05-23,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,35.12,1,36.58,3017,63,0.0209,11.6407,1.6687,2
2026-05-23,ASUC-(NEW)-PERF-RTG-WARM-ROW,45.22,1,24.93,8599,180,0.0209,5.2588,1.5781,16
2026-05-23,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,11.69,null,null,2046,22,0.0108,5.7136,1.1437,4
2026-05-23,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12.85,null,null,2552,21,0.0082,5.0353,1.5218,2
2026-05-23,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,24.55,1,31.59,9010,78,0.0087,2.7248,1.3563,3
2026-05-23,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,13.22,1,55.89,3961,106,0.0268,3.3375,1.8237,10
2026-05-23,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,17.29,null,null,2398,24,0.01,7.2102,1.1102,null
2026-05-23,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,9.92,null,null,1173,19,0.0162,8.4569,1.6157,1
2026-05-23,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,182.2,1,40.6,21275,173,0.0081,8.564,1.1984,10
2026-05-23,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,185.34,4,618.83,13335,289,0.0217,13.8988,1.8611,46
2026-05-24,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,875.36,30,2065.5,163304,2553,0.0156,5.3603,1.2843,148
2026-05-24,ASUC-(ALL)-PERF-KIDS-INTER,716.01,54,2503.89,210844,1652,0.0078,3.3959,1.4696,266
2026-05-24,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,336.38,24,1007.85,44107,752,0.017,7.6265,3.0316,88
2026-05-24,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,128.32,9,548.47,21082,181,0.0086,6.0867,1.6819,74
2026-05-24,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,162.17,3,195.26,21164,208,0.0098,7.6625,1.2081,20
2026-05-24,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,558.51,12,805.91,96428,514,0.0053,5.792,1.7421,87
2026-05-24,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,498.01,15,687.22,34739,617,0.0178,14.3358,2.0123,114
2026-05-24,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,273.88,17,878.4,71258,519,0.0073,3.8435,1.7527,55
2026-05-24,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,311.15,14,699.99,48212,909,0.0189,6.4538,1.8942,115
2026-05-24,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,188.01,9,419.93,27997,293,0.0105,6.7154,1.2144,41
2026-05-24,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,466.49,9,496.88,65759,345,0.0052,7.0939,1.9183,47
2026-05-24,ASUC-(HISTO)-UK-(UK)-PERF-RTG,345.24,11,772.42,23177,458,0.0198,14.8958,1.9857,45
2026-05-24,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,459.21,3,155.67,43382,216,0.005,10.5853,1.5214,13
2026-05-24,ASUC-(HISTO)-US-(US)-PERF-RTG,453.19,8,804.29,17998,308,0.0171,25.18,1.809,51
2026-05-24,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,18.63,null,null,1592,17,0.0107,11.7023,1.2143,null
2026-05-24,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,11.91,null,null,882,21,0.0238,13.5034,1.661,1
2026-05-24,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,67.63,2,162.49,11137,125,0.0112,6.0726,1.2388,13
2026-05-24,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,45.5,5,234.32,5471,109,0.0199,8.3166,1.6901,21
2026-05-24,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,206.79,5,280.35,51114,373,0.0073,4.0457,1.3897,42
2026-05-24,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,93.33,9,330.69,13719,258,0.0188,6.803,2.0689,27
2026-05-24,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,53.09,null,null,6277,88,0.014,8.4579,1.1931,7
2026-05-24,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,44.22,1,46.77,3842,76,0.0198,11.5096,1.7853,2
2026-05-24,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,188.31,5,171,91907,1347,0.0147,2.0489,1.5507,54
2026-05-24,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,90.35,8,262.85,33943,724,0.0213,2.6618,1.9904,55
2026-05-24,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,144.95,5,162.94,41534,296,0.0071,3.4899,1.2725,18
2026-05-24,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,81.17,7,259.63,14517,319,0.022,5.5914,2.063,27
2026-05-24,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,208.23,5,177.36,66625,731,0.011,3.1254,1.3069,40
2026-05-24,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,113.75,13,568.25,24934,451,0.0181,4.562,2.0527,59
2026-05-24,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,13.39,null,null,2996,28,0.0093,4.4693,1.2636,3
2026-05-24,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,8.43,null,null,1866,18,0.0096,4.5177,1.5976,1
2026-05-24,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,29.04,null,null,2745,75,0.0273,10.5792,1.1863,4
2026-05-24,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,13.88,1,37.58,1268,25,0.0197,10.9464,1.4693,3
2026-05-24,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,23.91,null,null,2690,46,0.0171,8.8885,1.1871,8
2026-05-24,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,47.74,2,80.75,4076,83,0.0204,11.7125,1.8099,17
2026-05-24,ASUC-(NEW)-PERF-RTG-WARM-ROW,53.17,2,107.39,11624,223,0.0192,4.5742,1.5277,14
2026-05-24,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,13.29,null,null,2655,42,0.0158,5.0056,1.1569,1
2026-05-24,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,14.59,null,null,2297,42,0.0183,6.3518,1.5776,5
2026-05-24,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,30.35,null,null,12458,108,0.0087,2.4362,1.2798,12
2026-05-24,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,13.47,1,21.59,4420,53,0.012,3.0475,1.7158,3
2026-05-24,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,26.64,null,null,3784,48,0.0127,7.0402,1.1477,5
2026-05-24,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,16.29,null,null,1771,33,0.0186,9.1982,1.6056,null
2026-05-24,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,236.96,4,264.98,28529,240,0.0084,8.3059,1.2553,39
2026-05-24,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,208.03,6,583.72,15982,273,0.0171,13.0165,1.9445,32
2026-05-25,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,920.71,35,2843.14,191310,2799,0.0146,4.8127,1.2663,144
2026-05-25,ASUC-(ALL)-PERF-KIDS-INTER,819.19,53,2437.93,211799,1747,0.0082,3.8678,1.443,312
2026-05-25,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,302.85,22,1147.14,37132,588,0.0158,8.156,2.7579,108
2026-05-25,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,139.16,15,615.66,26512,243,0.0092,5.2489,1.5161,40
2026-05-25,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,117.38,5,174.68,16343,148,0.0091,7.1823,1.1522,7
2026-05-25,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,446.39,10,524.93,81026,489,0.006,5.5092,1.651,79
2026-05-25,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,402.16,25,1485.65,29401,597,0.0203,13.6784,1.9108,112
2026-05-25,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,226.74,13,505.06,69974,485,0.0069,3.2403,1.6436,53
2026-05-25,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,331.63,22,846.88,56884,1108,0.0195,5.8299,1.9678,151
2026-05-25,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,157.19,3,391.59,26542,268,0.0101,5.9223,1.1985,16
2026-05-25,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,399.79,10,733.14,62368,317,0.0051,6.4102,1.8046,38
2026-05-25,ASUC-(HISTO)-UK-(UK)-PERF-RTG,291.88,16,1102.46,21356,392,0.0184,13.6674,1.9146,55
2026-05-25,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,301.85,7,470.1,25564,167,0.0065,11.8076,1.5014,20
2026-05-25,ASUC-(HISTO)-US-(US)-PERF-RTG,394.18,16,1370.13,16719,235,0.0141,23.5768,1.7114,61
2026-05-25,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,15.2,null,null,1359,7,0.0052,11.1847,1.359,null
2026-05-25,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,16.1,null,null,1192,28,0.0235,13.5067,1.6419,1
2026-05-25,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,75.75,4,198.24,13326,155,0.0116,5.6844,1.2246,20
2026-05-25,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,49.85,2,140.99,6166,98,0.0159,8.0847,1.7281,10
2026-05-25,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,171.6,5,283.55,51291,394,0.0077,3.3456,1.3916,38
2026-05-25,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,80.08,4,166.91,12102,199,0.0164,6.6171,2.0288,43
2026-05-25,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,43.73,null,null,5675,43,0.0076,7.7057,1.2464,null
2026-05-25,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,45.73,3,271.07,4577,74,0.0162,9.9913,1.8568,13
2026-05-25,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,151.08,10,428,87912,1152,0.0131,1.7185,1.4818,72
2026-05-25,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,106.12,3,149.2,41958,803,0.0191,2.5292,2.0598,45
2026-05-25,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,122.57,4,149.35,36168,247,0.0068,3.3889,1.4717,12
2026-05-25,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,90.03,3,97.27,16776,319,0.019,5.3666,2.0349,15
2026-05-25,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,171.73,6,244.87,68734,617,0.009,2.4985,1.3558,26
2026-05-25,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,136.65,2,113.77,33627,485,0.0144,4.0637,2.1322,51
2026-05-25,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,9.44,null,null,1758,13,0.0074,5.3697,1.3575,null
2026-05-25,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9.16,null,null,1832,23,0.0126,5,1.7856,1
2026-05-25,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,15.29,null,null,1645,41,0.0249,9.2948,1.2025,5
2026-05-25,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,11.26,2,210.01,981,29,0.0296,11.4781,1.5925,1
2026-05-25,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,20.02,null,null,2220,32,0.0144,9.018,1.2937,5
2026-05-25,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,35.05,1,36.24,3166,73,0.0231,11.0708,1.9211,10
2026-05-25,ASUC-(NEW)-PERF-RTG-WARM-ROW,44.2,2,86.98,10192,172,0.0169,4.3367,1.5945,23
2026-05-25,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,9.08,1,32.5,2034,21,0.0103,4.4641,1.2327,2
2026-05-25,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,9.85,null,null,1825,18,0.0099,5.3973,1.5033,1
2026-05-25,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,23.33,null,null,10542,73,0.0069,2.2131,1.3919,6
2026-05-25,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,11.05,1,35.56,3591,54,0.015,3.0771,1.8201,3
2026-05-25,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,20.86,null,null,2676,29,0.0108,7.7952,1.236,1
2026-05-25,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,13.33,null,null,1126,31,0.0275,11.8384,1.6583,2
2026-05-25,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,200.96,8,551.43,26470,250,0.0094,7.592,1.3267,66
2026-05-25,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,168.94,5,645.73,14360,208,0.0145,11.7646,1.8717,30
2026-05-26,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,985.58,35,2784.08,173949,2399,0.0138,5.6659,1.1659,138
2026-05-26,ASUC-(ALL)-PERF-KIDS-INTER,876.11,50,2515.62,229190,1761,0.0077,3.8226,1.3255,247
2026-05-26,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,277.25,26,1536.61,33462,569,0.017,8.2855,2.8274,161
2026-05-26,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,139.85,10,506.21,25105,227,0.009,5.5706,1.4794,42
2026-05-26,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,112.21,6,253.18,17285,205,0.0119,6.4918,1.3536,19
2026-05-26,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,384.47,2,61.27,76069,390,0.0051,5.0542,1.4384,34
2026-05-26,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,325.25,16,812.56,24588,513,0.0209,13.228,1.8139,75
2026-05-26,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,175.83,3,120.5,56488,366,0.0065,3.1127,1.4249,33
2026-05-26,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,284.45,14,500.23,50392,870,0.0173,5.6447,1.8496,77
2026-05-26,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,131.71,5,267.51,20818,192,0.0092,6.3267,1.1786,17
2026-05-26,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,319.65,6,359.29,53774,302,0.0056,5.9443,1.6194,28
2026-05-26,ASUC-(HISTO)-UK-(UK)-PERF-RTG,240.34,12,901.68,18941,338,0.0178,12.6889,1.738,38
2026-05-26,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,316.5,3,366.22,31907,162,0.0051,9.9195,1.3902,7
2026-05-26,ASUC-(HISTO)-US-(US)-PERF-RTG,327.96,5,455.88,16029,204,0.0127,20.4604,1.6196,20
2026-05-26,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,12.48,null,null,1371,9,0.0066,9.1028,1.3521,1
2026-05-26,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,10.92,1,123.22,792,13,0.0164,13.7879,1.4018,2
2026-05-26,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,71.11,7,388.07,14617,125,0.0086,4.8649,1.1425,28
2026-05-26,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,50.65,1,24.08,6050,98,0.0162,8.3719,1.6539,27
2026-05-26,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,151.98,1,23.84,45627,251,0.0055,3.3309,1.2808,7
2026-05-26,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,70.35,1,27.98,10804,160,0.0148,6.5115,1.7977,22
2026-05-26,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,42.99,1,46.67,6130,44,0.0072,7.0131,1.2129,3
2026-05-26,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,39.52,1,34.23,4009,56,0.014,9.8578,1.6816,13
2026-05-26,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,128.95,8,238.4,77993,987,0.0127,1.6534,1.378,49
2026-05-26,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,94.96,6,252.8,34427,631,0.0183,2.7583,1.8607,46
2026-05-26,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,105.27,7,231.14,35579,221,0.0062,2.9588,1.2828,25
2026-05-26,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,84.11,2,47.94,15011,245,0.0163,5.6032,1.7917,22
2026-05-26,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,187.48,9,497.03,76570,797,0.0104,2.4485,1.1912,47
2026-05-26,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,113.53,5,177.36,27145,394,0.0145,4.1824,1.8397,32
