date,campaign_name,landing_page_views,initiate_checkout
2026-05-15,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,110,6
2026-05-15,ASUC-(HISTO)-UK-(UK)-PERF-RTG,80,2
2026-05-15,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,50,3
2026-05-15,ASUC-(HISTO)-US-(US)-PERF-RTG,44,5
2026-05-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4,
2026-05-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,3,
2026-05-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,66,1
2026-05-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,19,
2026-05-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,61,4
2026-05-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,21,2
2026-05-15,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,10,
2026-05-15,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,31,4
2026-05-15,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,149,11
2026-05-15,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,101,4
2026-05-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,54,1
2026-05-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,29,1
2026-05-15,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,94,1
2026-05-15,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,79,6
2026-05-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2,
2026-05-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,1,
2026-05-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,,
2026-05-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2,
2026-05-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,10,1
2026-05-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,15,
2026-05-15,ASUC-(NEW)-PERF-RTG-WARM-ROW,49,1
2026-05-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,12,
2026-05-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12,1
2026-05-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,13,1
2026-05-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,12,
2026-05-15,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,13,
2026-05-15,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,9,
2026-05-15,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,44,2
2026-05-15,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,58,5
2026-05-16,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,273,22
2026-05-16,ASUC-(ALL)-PERF-KIDS-INTER,311,42
2026-05-16,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,230,21
2026-05-16,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,14,9
2026-05-16,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,14,5
2026-05-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,128,9
2026-05-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,178,14
2026-05-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,112,3
2026-05-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,192,13
2026-05-16,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,114,6
2026-05-16,ASUC-(HISTO)-UK-(UK)-PERF-RTG,127,9
2026-05-16,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,60,2
2026-05-16,ASUC-(HISTO)-US-(US)-PERF-RTG,84,8
2026-05-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,10,
2026-05-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,5,
2026-05-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,49,6
2026-05-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,25,1
2026-05-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,40,1
2026-05-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,24,
2026-05-16,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,23,1
2026-05-16,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,11,
2026-05-16,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,191,8
2026-05-16,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,187,9
2026-05-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,71,
2026-05-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,32,
2026-05-16,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,142,3
2026-05-16,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,92,9
2026-05-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,,
2026-05-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,14,4
2026-05-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,3,
2026-05-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3,
2026-05-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,8,
2026-05-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,9,2
2026-05-16,ASUC-(NEW)-PERF-RTG-WARM-ROW,62,3
2026-05-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,25,1
2026-05-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,31,2
2026-05-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,18,2
2026-05-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,16,1
2026-05-16,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5,
2026-05-16,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,3,
2026-05-16,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,54,3
2026-05-16,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,85,7
2026-05-17,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,256,43
2026-05-17,ASUC-(ALL)-PERF-KIDS-INTER,269,35
2026-05-17,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,213,33
2026-05-17,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,32,7
2026-05-17,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,26,5
2026-05-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,135,16
2026-05-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,302,22
2026-05-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,127,8
2026-05-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,228,16
2026-05-17,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,84,6
2026-05-17,ASUC-(HISTO)-UK-(UK)-PERF-RTG,130,4
2026-05-17,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,60,
2026-05-17,ASUC-(HISTO)-US-(US)-PERF-RTG,89,3
2026-05-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8,
2026-05-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,6,
2026-05-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,76,2
2026-05-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,37,4
2026-05-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,46,6
2026-05-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,38,4
2026-05-17,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,15,2
2026-05-17,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,19,2
2026-05-17,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,256,6
2026-05-17,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,224,11
2026-05-17,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,82,3
2026-05-17,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,51,4
2026-05-17,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,158,6
2026-05-17,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,110,4
2026-05-17,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,15,
2026-05-17,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9,
2026-05-17,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,,
2026-05-17,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3,
2026-05-17,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,11,
2026-05-17,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,7,
2026-05-17,ASUC-(NEW)-PERF-RTG-WARM-ROW,67,4
2026-05-17,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,17,
2026-05-17,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,14,4
2026-05-17,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,30,
2026-05-17,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,18,2
2026-05-17,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,7,
2026-05-17,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,8,
2026-05-17,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,66,2
2026-05-17,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,110,10
2026-05-18,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,183,39
2026-05-18,ASUC-(ALL)-PERF-KIDS-INTER,257,41
2026-05-18,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,139,31
2026-05-18,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,18,5
2026-05-18,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,29,2
2026-05-18,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,100,10
2026-05-18,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,131,19
2026-05-18,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,93,9
2026-05-18,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,154,12
2026-05-18,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,58,10
2026-05-18,ASUC-(HISTO)-UK-(UK)-PERF-RTG,88,13
2026-05-18,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,35,7
2026-05-18,ASUC-(HISTO)-US-(US)-PERF-RTG,53,7
2026-05-18,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6,
2026-05-18,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8,
2026-05-18,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,62,8
2026-05-18,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,19,1
2026-05-18,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,63,9
2026-05-18,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,29,4
2026-05-18,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,34,
2026-05-18,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,23,5
2026-05-18,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,133,8
2026-05-18,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,142,14
2026-05-18,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,61,1
2026-05-18,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,30,4
2026-05-18,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,82,5
2026-05-18,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,86,5
2026-05-18,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,4,
2026-05-18,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,5,
2026-05-18,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1,
2026-05-18,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,5,
2026-05-18,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,7,
2026-05-18,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,7,5
2026-05-18,ASUC-(NEW)-PERF-RTG-WARM-ROW,63,2
2026-05-18,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,23,1
2026-05-18,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,10,4
2026-05-18,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,21,
2026-05-18,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,15,1
2026-05-18,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,9,
2026-05-18,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2,
2026-05-18,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,68,4
2026-05-18,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,63,6
2026-05-19,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,234,31
2026-05-19,ASUC-(ALL)-PERF-KIDS-INTER,240,40
2026-05-19,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,166,40
2026-05-19,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,16,2
2026-05-19,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,31,8
2026-05-19,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,137,6
2026-05-19,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,144,13
2026-05-19,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,76,5
2026-05-19,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,133,21
2026-05-19,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,49,11
2026-05-19,ASUC-(HISTO)-UK-(UK)-PERF-RTG,96,9
2026-05-19,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,49,2
2026-05-19,ASUC-(HISTO)-US-(US)-PERF-RTG,79,7
2026-05-19,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,11,
2026-05-19,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,7,
2026-05-19,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,59,2
2026-05-19,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,14,2
2026-05-19,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,24,1
2026-05-19,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,27,5
2026-05-19,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,24,2
2026-05-19,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,17,2
2026-05-19,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,155,16
2026-05-19,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,128,7
2026-05-19,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,64,3
2026-05-19,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,66,3
2026-05-19,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,104,4
2026-05-19,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,70,4
2026-05-19,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,4,
2026-05-19,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,6,
2026-05-19,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,,
2026-05-19,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,12,1
2026-05-19,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,7,
2026-05-19,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,12,3
2026-05-19,ASUC-(NEW)-PERF-RTG-WARM-ROW,47,5
2026-05-19,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,18,2
2026-05-19,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12,
2026-05-19,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,14,2
2026-05-19,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,12,1
2026-05-19,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6,
2026-05-19,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,12,
2026-05-19,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,48,1
2026-05-19,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,49,4
2026-05-20,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,196,42
2026-05-20,ASUC-(ALL)-PERF-KIDS-INTER,309,42
2026-05-20,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,199,36
2026-05-20,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,22,5
2026-05-20,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,28,2
2026-05-20,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,148,19
2026-05-20,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,141,25
2026-05-20,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,135,10
2026-05-20,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,259,17
2026-05-20,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,182,5
2026-05-20,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,69,1
2026-05-20,ASUC-(HISTO)-UK-(UK)-PERF-RTG,108,5
2026-05-20,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,74,4
2026-05-20,ASUC-(HISTO)-US-(US)-PERF-RTG,127,15
2026-05-20,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8,
2026-05-20,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,4,
2026-05-20,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,64,8
2026-05-20,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,24,
2026-05-20,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,74,1
2026-05-20,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,39,8
2026-05-20,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,15,1
2026-05-20,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,24,
2026-05-20,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,484,14
2026-05-20,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,426,14
2026-05-20,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,89,4
2026-05-20,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,90,
2026-05-20,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,160,5
2026-05-20,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,228,6
2026-05-20,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,1,
2026-05-20,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,14,
2026-05-20,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,5,1
2026-05-20,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3,
2026-05-20,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,7,1
2026-05-20,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,22,
2026-05-20,ASUC-(NEW)-PERF-RTG-WARM-ROW,153,1
2026-05-20,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,11,1
2026-05-20,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,36,
2026-05-20,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,34,
2026-05-20,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,26,2
2026-05-20,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,3,1
2026-05-20,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,8,
2026-05-20,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,92,5
2026-05-20,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,74,14
2026-05-21,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,1673,47
2026-05-21,ASUC-(ALL)-PERF-KIDS-INTER,448,43
2026-05-21,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,204,27
2026-05-21,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,31,10
2026-05-21,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,37,2
2026-05-21,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,179,10
2026-05-21,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,216,16
2026-05-21,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,121,6
2026-05-21,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,198,14
2026-05-21,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,185,4
2026-05-21,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,83,5
2026-05-21,ASUC-(HISTO)-UK-(UK)-PERF-RTG,125,8
2026-05-21,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,60,6
2026-05-21,ASUC-(HISTO)-US-(US)-PERF-RTG,91,6
2026-05-21,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,5,
2026-05-21,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,13,
2026-05-21,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,66,4
2026-05-21,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,36,3
2026-05-21,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,69,6
2026-05-21,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,47,1
2026-05-21,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,40,1
2026-05-21,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,30,
2026-05-21,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,295,12
2026-05-21,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,218,12
2026-05-21,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,104,2
2026-05-21,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,60,6
2026-05-21,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,159,2
2026-05-21,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,138,7
2026-05-21,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2,
2026-05-21,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,2,
2026-05-21,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,16,3
2026-05-21,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3,
2026-05-21,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,7,1
2026-05-21,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,13,6
2026-05-21,ASUC-(NEW)-PERF-RTG-WARM-ROW,122,6
2026-05-21,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,14,
2026-05-21,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,11,1
2026-05-21,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,58,
2026-05-21,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,16,4
2026-05-21,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,,
2026-05-21,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,1,
2026-05-21,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,98,5
2026-05-21,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,76,4
2026-05-22,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,1842,72
2026-05-22,ASUC-(ALL)-PERF-KIDS-INTER,477,52
2026-05-22,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,169,30
2026-05-22,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,53,13
2026-05-22,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,52,1
2026-05-22,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,183,10
2026-05-22,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,219,22
2026-05-22,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,153,6
2026-05-22,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,282,25
2026-05-22,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,147,7
2026-05-22,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,131,11
2026-05-22,ASUC-(HISTO)-UK-(UK)-PERF-RTG,155,9
2026-05-22,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,87,
2026-05-22,ASUC-(HISTO)-US-(US)-PERF-RTG,160,11
2026-05-22,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,8,
2026-05-22,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,11,2
2026-05-22,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,46,4
2026-05-22,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,23,7
2026-05-22,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,101,4
2026-05-22,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,78,9
2026-05-22,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,122,1
2026-05-22,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,24,
2026-05-22,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,489,17
2026-05-22,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,265,16
2026-05-22,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,111,1
2026-05-22,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,79,4
2026-05-22,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,195,4
2026-05-22,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,182,13
2026-05-22,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,6,
2026-05-22,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,2,2
2026-05-22,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,8,1
2026-05-22,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,3,
2026-05-22,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15,1
