date,campaign_name,landing_page_views,initiate_checkout
2026-06-10,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10,
2026-06-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10,2
2026-06-10,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,12,
2026-06-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15,
2026-06-10,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,19,1
2026-06-10,ASUC-(NEW)-PERF-RTG-WARM-ROW,81,7
2026-06-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,12,
2026-06-10,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,18,1
2026-06-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,19,
2026-06-10,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,26,1
2026-06-10,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5,
2026-06-10,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,9,
2026-06-10,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,61,4
2026-06-10,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,97,11
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,4,2
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,31,3
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,15,1
2026-06-10,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,24,1
2026-06-11,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,484,37
2026-06-11,ASUC-(ALL)-PERF-KIDS-INTER,296,89
2026-06-11,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,242,27
2026-06-11,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,77,6
2026-06-11,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,24,1
2026-06-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,145,9
2026-06-11,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,176,28
2026-06-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,149,10
2026-06-11,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,213,14
2026-06-11,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,37,8
2026-06-11,ASUC-(HISTO)-UK-(UK)-PERF-RTG,150,7
2026-06-11,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,22,1
2026-06-11,ASUC-(HISTO)-US-(US)-PERF-RTG,42,2
2026-06-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,6,
2026-06-11,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,25,
2026-06-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,27,
2026-06-11,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,87,3
2026-06-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,47,6
2026-06-11,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,40,3
2026-06-11,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,21,3
2026-06-11,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,22,6
2026-06-11,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,270,8
2026-06-11,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,228,11
2026-06-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,77,1
2026-06-11,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,95,5
2026-06-11,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,90,3
2026-06-11,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,130,7
2026-06-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,5,1
2026-06-11,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,6,
2026-06-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10,
2026-06-11,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,7,3
2026-06-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15,
2026-06-11,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,16,
2026-06-11,ASUC-(NEW)-PERF-RTG-WARM-ROW,73,1
2026-06-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,11,
2026-06-11,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,10,1
2026-06-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,14,
2026-06-11,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,17,1
2026-06-11,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,3,
2026-06-11,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,17,2
2026-06-11,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,46,1
2026-06-11,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,59,2
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,4,1
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,11,
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,8,
2026-06-11,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,10,3
2026-06-12,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,472,40
2026-06-12,ASUC-(ALL)-PERF-KIDS-INTER,337,94
2026-06-12,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,238,29
2026-06-12,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,67,8
2026-06-12,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,21,
2026-06-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,170,12
2026-06-12,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,232,39
2026-06-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,105,6
2026-06-12,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,230,23
2026-06-12,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,114,7
2026-06-12,ASUC-(HISTO)-UK-(UK)-PERF-RTG,146,7
2026-06-12,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,29,1
2026-06-12,ASUC-(HISTO)-US-(US)-PERF-RTG,32,4
2026-06-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,12,1
2026-06-12,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,13,
2026-06-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,36,
2026-06-12,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,34,7
2026-06-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,75,1
2026-06-12,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,100,3
2026-06-12,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,12,4
2026-06-12,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,23,5
2026-06-12,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,280,9
2026-06-12,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,284,13
2026-06-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,58,2
2026-06-12,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,89,2
2026-06-12,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,113,3
2026-06-12,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,153,7
2026-06-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,4,1
2026-06-12,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,10,1
2026-06-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,5,
2026-06-12,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10,
2026-06-12,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15,
2026-06-12,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,11,1
2026-06-12,ASUC-(NEW)-PERF-RTG-WARM-ROW,81,6
2026-06-12,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,8,
2026-06-12,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,23,1
2026-06-12,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,12,1
2026-06-12,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,17,2
2026-06-12,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,3,
2026-06-12,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,20,
2026-06-12,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,86,1
2026-06-12,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,110,13
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,5,2
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,17,1
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,9,3
2026-06-12,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,21,2
2026-06-13,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,474,56
2026-06-13,ASUC-(ALL)-PERF-KIDS-INTER,325,71
2026-06-13,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,273,42
2026-06-13,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,78,12
2026-06-13,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,38,3
2026-06-13,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,159,13
2026-06-13,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,181,22
2026-06-13,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,135,12
2026-06-13,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,236,16
2026-06-13,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,105,11
2026-06-13,ASUC-(HISTO)-UK-(UK)-PERF-RTG,172,12
2026-06-13,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,29,5
2026-06-13,ASUC-(HISTO)-US-(US)-PERF-RTG,31,3
2026-06-13,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,3,
2026-06-13,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8,
2026-06-13,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,26,1
2026-06-13,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,43,3
2026-06-13,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,62,
2026-06-13,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,48,6
2026-06-13,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,15,
2026-06-13,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,56,1
2026-06-13,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,315,18
2026-06-13,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,302,15
2026-06-13,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,80,6
2026-06-13,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,68,5
2026-06-13,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,143,6
2026-06-13,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,199,20
2026-06-13,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,3,
2026-06-13,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,8,
2026-06-13,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,12,2
2026-06-13,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,11,1
2026-06-13,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,16,1
2026-06-13,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,29,5
2026-06-13,ASUC-(NEW)-PERF-RTG-WARM-ROW,76,2
2026-06-13,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,10,
2026-06-13,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,10,
2026-06-13,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,20,1
2026-06-13,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,27,
2026-06-13,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,6,
2026-06-13,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,7,
2026-06-13,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,64,4
2026-06-13,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,77,6
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,16,2
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,15,
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,8,
2026-06-13,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,19,2
2026-06-14,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,652,57
2026-06-14,ASUC-(ALL)-PERF-KIDS-INTER,381,64
2026-06-14,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,314,55
2026-06-14,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,99,28
2026-06-14,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,25,1
2026-06-14,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,114,10
2026-06-14,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,144,26
2026-06-14,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,180,14
2026-06-14,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,246,17
2026-06-14,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,62,7
2026-06-14,ASUC-(HISTO)-UK-(UK)-PERF-RTG,149,18
2026-06-14,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,16,
2026-06-14,ASUC-(HISTO)-US-(US)-PERF-RTG,44,17
2026-06-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,5,
2026-06-14,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,16,4
2026-06-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,34,4
2026-06-14,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,53,7
2026-06-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,60,2
2026-06-14,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,62,9
2026-06-14,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,19,
2026-06-14,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,18,3
2026-06-14,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,255,15
2026-06-14,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,470,19
2026-06-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,59,1
2026-06-14,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,107,3
2026-06-14,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,211,11
2026-06-14,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,207,17
2026-06-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,15,
2026-06-14,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,14,2
2026-06-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10,
2026-06-14,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,10,
2026-06-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,15,2
2026-06-14,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,19,2
2026-06-14,ASUC-(NEW)-PERF-RTG-WARM-ROW,109,4
2026-06-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,6,2
2026-06-14,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,9,
2026-06-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,23,
2026-06-14,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,26,
2026-06-14,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,4,
2026-06-14,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,12,
2026-06-14,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,52,5
2026-06-14,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,86,13
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,7,
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,13,
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,20,3
2026-06-14,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,22,6
2026-06-15,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,564,37
2026-06-15,ASUC-(ALL)-PERF-KIDS-INTER,361,59
2026-06-15,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,199,32
2026-06-15,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,69,11
2026-06-15,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,12,4
2026-06-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,43,22
2026-06-15,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,166,32
2026-06-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,152,18
2026-06-15,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,310,25
2026-06-15,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,78,13
2026-06-15,ASUC-(HISTO)-UK-(UK)-PERF-RTG,146,13
2026-06-15,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,39,1
2026-06-15,ASUC-(HISTO)-US-(US)-PERF-RTG,39,3
2026-06-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,4,
2026-06-15,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,7,1
2026-06-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,32,2
2026-06-15,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,45,2
2026-06-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,50,4
2026-06-15,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,53,7
2026-06-15,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,11,3
2026-06-15,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,32,1
2026-06-15,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,205,16
2026-06-15,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,231,19
2026-06-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,61,6
2026-06-15,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,60,4
2026-06-15,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,120,8
2026-06-15,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,179,10
2026-06-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,7,
2026-06-15,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,9,2
2026-06-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,10,
2026-06-15,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,14,
2026-06-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,9,
2026-06-15,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,12,1
2026-06-15,ASUC-(NEW)-PERF-RTG-WARM-ROW,67,10
2026-06-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,9,
2026-06-15,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,11,
2026-06-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,20,
2026-06-15,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,15,1
2026-06-15,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,8,
2026-06-15,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,6,
2026-06-15,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,43,2
2026-06-15,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,96,10
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,4,
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,20,
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,13,
2026-06-15,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,62,
2026-06-16,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,426,35
2026-06-16,ASUC-(ALL)-PERF-KIDS-INTER,363,93
2026-06-16,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,236,40
2026-06-16,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,96,11
2026-06-16,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,19,1
2026-06-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,70,18
2026-06-16,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,109,26
2026-06-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,86,5
2026-06-16,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,234,31
2026-06-16,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,77,7
2026-06-16,ASUC-(HISTO)-UK-(UK)-PERF-RTG,138,11
2026-06-16,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,31,2
2026-06-16,ASUC-(HISTO)-US-(US)-PERF-RTG,38,5
2026-06-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,5,1
2026-06-16,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,8,1
2026-06-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,19,7
2026-06-16,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,11,7
2026-06-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,42,2
2026-06-16,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,73,8
2026-06-16,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,33,8
2026-06-16,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,19,
2026-06-16,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,129,10
2026-06-16,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,218,20
2026-06-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,55,
2026-06-16,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,84,7
2026-06-16,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,157,4
2026-06-16,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,177,15
2026-06-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,3,
2026-06-16,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,8,
2026-06-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,3,
2026-06-16,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,12,
2026-06-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,8,1
2026-06-16,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,18,1
2026-06-16,ASUC-(NEW)-PERF-RTG-WARM-ROW,75,18
2026-06-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,5,
2026-06-16,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,17,2
2026-06-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,30,
2026-06-16,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,19,
2026-06-16,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,5,1
2026-06-16,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,9,
2026-06-16,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,131,6
2026-06-16,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,80,5
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,9,
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,17,1
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,17,1
2026-06-16,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,16,3
2026-06-17,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,434,21
2026-06-17,ASUC-(ALL)-PERF-KIDS-INTER,349,55
2026-06-17,ASUC-(ALL)-PERF-RTG-DPA-HOT-INTER,261,31
2026-06-17,ASUC-(ALL)-PERF-RTG-HORIZON-INTER,58,9
2026-06-17,ASUC-(ALL)-PERF-UGC-INFLUENCE-INTER,8,2
2026-06-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,92,15
2026-06-17,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,215,26
2026-06-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,144,16
2026-06-17,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,218,16
2026-06-17,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,87,9
2026-06-17,ASUC-(HISTO)-UK-(UK)-PERF-RTG,114,
2026-06-17,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,22,2
2026-06-17,ASUC-(HISTO)-US-(US)-PERF-RTG,17,2
2026-06-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,3,
2026-06-17,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,17,
2026-06-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,18,1
2026-06-17,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,14,5
2026-06-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,50,8
2026-06-17,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,44,7
2026-06-17,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,17,3
2026-06-17,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,21,3
2026-06-17,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,254,14
2026-06-17,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,270,24
